trip_id,customer_id,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_type,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,gps_enabled,complaint_raised,trip_year,trip_month,trip_weekday,delay_minutes,is_delayed,net_revenue_inr,age_group
TRP000725,CUST01026,Male,18.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Non-AC Seater,2024-08-31,19:30,19:38,20:10,20:18,18.7,11.0,0.0,Debit Card,Corporate Portal,Completed,,,38.7,Fog,False,Single Ride,True,True,2024,8,Saturday,8.0,True,11.0,18-25
TRP000029,CUST00535,Male,35.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,Non-AC Seater,2024-09-16,09:35,09:35,11:05,11:05,41.8,492.0,44.0,Debit Card,Kiosk,Completed,,4.0,26.6,Fog,True,Weekly Pass,True,False,2024,9,Monday,0.0,False,448.0,26-35
TRP001037,CUST00456,Female,25.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-10-17,08:50,09:41,09:21,10:12,10.7,208.0,0.0,Net Banking,Mobile App,Delayed-Completed,,5.0,59.2,Fog,False,Monthly Pass,True,True,2024,10,Thursday,51.0,True,208.0,18-25
TRP001089,CUST01035,Female,18.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,AC Sleeper,2024-04-08,07:05,07:05,08:07,08:07,24.1,320.0,66.0,Debit Card,Corporate Portal,Completed,,4.0,56.7,Haze,False,Single Ride,True,False,2024,4,Monday,0.0,False,254.0,18-25
TRP000618,CUST00453,Female,23.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Seater,2024-01-24,07:25,07:25,07:50,,10.9,133.0,0.0,Cash,Website,No-show,Customer Request,,45.0,Haze,True,Corporate Plan,True,False,2024,1,Wednesday,0.0,False,133.0,18-25
TRP001609,CUST01080,Female,28.0,Pune,RTPU012,Aundh - Magarpatta,Aundh,Magarpatta,AC Seater,2024-04-03,14:40,,15:33,,27.6,,70.0,,Website,Cancelled,Customer Request,,,Cloudy,False,Corporate Plan,True,False,2024,4,Wednesday,,False,,26-35
TRP000637,CUST00837,Female,26.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,Non-AC Seater,2024-01-07,19:55,,20:21,,12.9,,0.0,,Mobile App,Cancelled,Traffic/Weather,,,Haze,False,Monthly Pass,True,False,2024,1,Sunday,,False,,26-35
TRP002803,CUST01055,Male,26.0,Chennai,RTCH046,OMR - T Nagar,OMR,T Nagar,AC Sleeper,2024-11-13,07:30,07:30,09:12,09:12,32.0,558.0,0.0,Cash,Website,Completed,,4.0,16.6,Clear,True,Monthly Pass,True,False,2024,11,Wednesday,0.0,False,558.0,26-35
TRP000536,CUST01234,Male,30.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,Non-AC Seater,2024-01-29,19:55,20:26,21:36,22:07,37.6,497.0,0.0,Debit Card,Mobile App,Delayed-Completed,,4.0,50.8,Cloudy,True,Weekly Pass,True,False,2024,1,Monday,31.0,True,497.0,26-35
TRP001883,CUST01214,Female,34.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Sleeper,2024-07-26,20:30,20:30,20:55,20:55,10.9,140.0,0.0,UPI,Website,Completed,,5.0,20.7,Cloudy,True,Monthly Pass,True,False,2024,7,Friday,0.0,False,140.0,26-35
TRP000924,CUST00665,Male,20.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,AC Sleeper,2024-10-21,19:40,19:41,19:56,19:57,8.4,100.0,0.0,Credit Card,Corporate Portal,Completed,,3.0,87.3,Haze,True,Corporate Plan,True,False,2024,10,Monday,1.0,False,100.0,18-25
TRP002225,CUST00453,Female,23.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,AC Sleeper,2024-04-14,18:35,18:35,19:27,19:27,22.3,380.0,0.0,Cash,Kiosk,Completed,,4.0,64.5,Cloudy,False,Corporate Plan,True,False,2024,4,Sunday,0.0,False,380.0,18-25
TRP000127,CUST00897,Male,23.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Sleeper,2024-12-13,08:30,08:30,08:48,08:48,9.1,152.0,0.0,Credit Card,Mobile App,Completed,,4.0,32.3,Haze,True,Single Ride,True,False,2024,12,Friday,0.0,False,152.0,18-25
TRP001790,CUST00739,Male,40.0,Hyderabad,RTHY039,Uppal - Kondapur,Uppal,Kondapur,AC Seater,2024-08-19,08:10,08:10,09:22,09:22,25.9,320.0,0.0,UPI,Corporate Portal,Completed,,4.0,27.2,Heavy Rain,True,Monthly Pass,True,False,2024,8,Monday,0.0,False,320.0,36-45
TRP000407,CUST01137,Other,51.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Seater,2024-09-21,15:00,,16:10,,28.6,,0.0,,Corporate Portal,Cancelled,Traffic/Weather,,,Rain,False,Weekly Pass,True,False,2024,9,Saturday,,False,,46-60
TRP000937,CUST00560,Male,35.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,Premium AC,2024-03-27,09:00,09:12,10:39,10:51,38.9,714.0,0.0,UPI,Corporate Portal,Completed,,,77.0,Fog,True,Weekly Pass,True,False,2024,3,Wednesday,12.0,True,714.0,26-35
TRP000314,CUST01110,Male,43.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,AC Seater,2024-06-14,19:45,20:34,20:11,21:00,10.7,121.0,22.0,Cash,Mobile App,Delayed-Completed,,5.0,79.6,Haze,True,Corporate Plan,True,False,2024,6,Friday,49.0,True,99.0,36-45
TRP001926,CUST01112,Female,26.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,AC Sleeper,2024-01-19,09:50,09:50,11:12,11:12,33.6,581.0,0.0,Wallet,Corporate Portal,Completed,,2.0,71.0,Cloudy,True,Corporate Plan,True,True,2024,1,Friday,0.0,False,581.0,26-35
TRP000576,CUST00533,Male,28.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,AC Seater,2024-07-14,10:10,10:21,10:37,10:48,8.3,71.0,7.0,Wallet,Corporate Portal,Completed,,5.0,37.7,Heavy Rain,False,Corporate Plan,True,False,2024,7,Sunday,11.0,True,64.0,26-35
TRP003047,CUST00641,Male,25.0,Bangalore,RTBA030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,Non-AC Seater,2024-01-26,17:20,17:20,17:39,17:39,10.1,126.0,0.0,Cash,Mobile App,Completed,,5.0,98.7,Fog,True,Monthly Pass,True,False,2024,1,Friday,0.0,False,126.0,18-25
TRP000414,CUST00397,Other,18.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,AC Seater,2024-05-05,12:10,12:13,13:06,13:09,20.9,261.0,0.0,Net Banking,Website,Completed,,,60.7,Rain,False,Corporate Plan,True,False,2024,5,Sunday,3.0,False,261.0,18-25
TRP001377,CUST00558,Female,26.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Seater,2024-01-09,19:40,19:57,19:58,20:15,9.1,119.0,0.0,Credit Card,Website,Delayed-Completed,,4.0,44.7,Rain,True,Weekly Pass,True,False,2024,1,Tuesday,17.0,True,119.0,26-35
TRP002103,CUST00085,Female,23.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Seater,2024-01-17,18:15,18:15,18:41,18:41,9.1,76.0,5.0,Net Banking,Website,Completed,,4.0,33.5,Heavy Rain,False,Weekly Pass,False,False,2024,1,Wednesday,0.0,False,71.0,18-25
TRP002799,CUST00995,Female,30.0,Mumbai,RTMU008,Thane West - Mulund,Thane West,Mulund,AC Sleeper,2024-08-16,10:55,11:36,12:08,12:49,23.5,364.0,0.0,Debit Card,Kiosk,Delayed-Completed,,5.0,69.2,Clear,True,Weekly Pass,True,False,2024,8,Friday,41.0,True,364.0,26-35
TRP002748,CUST00261,Female,22.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,AC Sleeper,2024-11-04,20:05,20:35,20:28,20:58,9.2,140.0,0.0,UPI,Mobile App,Delayed-Completed,,4.0,57.2,Clear,True,Weekly Pass,True,False,2024,11,Monday,30.0,True,140.0,18-25
TRP001080,CUST00053,Male,30.0,Hyderabad,RTHY039,Uppal - Kondapur,Uppal,Kondapur,Non-AC Seater,2024-01-31,18:25,18:47,19:30,19:52,25.9,273.0,0.0,Debit Card,Kiosk,Delayed-Completed,,2.0,93.8,Rain,True,Monthly Pass,True,False,2024,1,Wednesday,22.0,True,273.0,26-35
TRP001392,CUST01277,Male,19.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,Non-AC Seater,2024-07-11,18:35,18:35,19:51,19:51,27.2,333.0,58.0,Wallet,Corporate Portal,Completed,,4.0,70.3,Heavy Rain,True,Monthly Pass,True,False,2024,7,Thursday,0.0,False,275.0,18-25
TRP001072,CUST00906,Female,32.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-07-03,21:25,21:25,21:46,21:46,10.7,174.0,13.0,UPI,Website,Completed,,5.0,98.2,Clear,False,Single Ride,True,False,2024,7,Wednesday,0.0,False,161.0,26-35
TRP000623,CUST01242,Male,34.0,Delhi NCR,RTDE055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,AC Sleeper,2024-02-27,18:15,,18:40,,8.4,,0.0,,Kiosk,Cancelled,Payment Failed,,,Clear,False,Monthly Pass,True,False,2024,2,Tuesday,,False,,26-35
TRP000505,CUST00730,Male,37.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,Premium AC,2024-10-23,22:15,22:16,23:46,23:47,41.8,766.5,113.0,Cash,Website,Completed,,2.0,88.5,Fog,False,Weekly Pass,True,False,2024,10,Wednesday,1.0,False,653.5,36-45
TRP001758,CUST00438,Male,48.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,Premium AC,2024-07-30,09:10,09:13,10:12,10:15,32.5,569.0,110.0,UPI,Kiosk,Completed,,5.0,69.2,Rain,True,Weekly Pass,True,False,2024,7,Tuesday,3.0,False,459.0,46-60
TRP002409,CUST00386,Male,26.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Premium AC,2024-10-15,20:20,20:20,21:07,21:07,16.0,198.0,0.0,Debit Card,Kiosk,Completed,,,94.5,Haze,True,Corporate Plan,True,False,2024,10,Tuesday,0.0,False,198.0,26-35
TRP002007,CUST00363,Female,35.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Premium AC,2024-12-18,19:15,,19:54,,18.7,,0.0,,Website,Cancelled,Route Diverted,,,Cloudy,False,Weekly Pass,True,False,2024,12,Wednesday,,False,,26-35
TRP001144,CUST01350,Female,29.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-05-02,09:45,10:01,10:10,10:26,10.7,188.0,0.0,UPI,Corporate Portal,Delayed-Completed,,4.0,45.0,Clear,False,Weekly Pass,True,False,2024,5,Thursday,16.0,True,188.0,26-35
TRP002512,CUST01073,Female,25.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,AC Seater,2024-04-05,08:55,09:03,09:49,09:57,22.8,309.0,0.0,UPI,Website,Completed,,5.0,37.9,Rain,False,Weekly Pass,True,False,2024,4,Friday,8.0,True,309.0,18-25
TRP002989,CUST00440,Female,40.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Non-AC Seater,2024-01-05,17:15,,18:06,,17.8,,39.0,,Website,Cancelled,Customer Request,,,Heavy Rain,True,Single Ride,False,False,2024,1,Friday,,False,,36-45
TRP002547,CUST00165,Female,33.0,Delhi NCR,RTDE055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Non-AC Seater,2024-09-17,08:55,08:55,09:21,09:21,8.4,91.0,22.0,Wallet,Kiosk,Completed,,4.0,97.4,Haze,True,Corporate Plan,True,False,2024,9,Tuesday,0.0,False,69.0,26-35
TRP000354,CUST00792,Female,29.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Non-AC Seater,2024-07-03,13:40,13:40,14:42,,31.3,369.0,0.0,Debit Card,Website,No-show,Customer Request,,70.8,Rain,False,Weekly Pass,True,False,2024,7,Wednesday,0.0,False,369.0,26-35
TRP000164,CUST00359,Male,42.0,Bangalore,RTBA030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,AC Seater,2024-08-29,12:25,12:29,12:55,12:59,10.1,129.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,66.3,Fog,False,Single Ride,True,False,2024,8,Thursday,4.0,False,129.0,36-45
TRP002782,CUST00862,Female,35.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Sleeper,2024-02-22,08:45,08:45,09:10,09:10,10.9,144.0,0.0,Credit Card,Kiosk,Completed,,3.0,47.9,Haze,True,Single Ride,True,False,2024,2,Thursday,0.0,False,144.0,26-35
TRP000655,CUST01289,Female,28.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,AC Seater,2024-07-17,17:35,18:08,18:43,19:16,22.3,208.0,27.0,Credit Card,Mobile App,Delayed-Completed,,2.0,39.3,Cloudy,True,Single Ride,True,False,2024,7,Wednesday,33.0,True,181.0,26-35
TRP000422,CUST00143,Other,23.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,Non-AC Seater,2024-08-30,10:00,10:00,11:18,,41.8,378.0,35.0,Net Banking,Corporate Portal,No-show,Customer Request,,62.3,Heavy Rain,True,Weekly Pass,True,False,2024,8,Friday,0.0,False,343.0,18-25
TRP001993,CUST00696,Male,18.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,AC Sleeper,2024-10-03,13:50,13:50,15:18,,30.4,355.0,0.0,UPI,Mobile App,No-show,Customer Request,,43.3,Heavy Rain,False,Corporate Plan,True,False,2024,10,Thursday,0.0,False,355.0,18-25
TRP001115,CUST00128,Female,23.0,Hyderabad,RTHY039,Uppal - Kondapur,Uppal,Kondapur,Non-AC Seater,2024-05-14,10:55,10:55,12:10,12:10,25.9,268.0,61.0,Net Banking,Website,Completed,,3.0,45.5,Fog,True,Monthly Pass,True,False,2024,5,Tuesday,0.0,False,207.0,18-25
TRP000201,CUST01091,Female,26.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,AC Seater,2024-11-12,20:55,20:55,22:09,22:09,39.5,428.0,0.0,UPI,Kiosk,Completed,,,18.3,Rain,True,Monthly Pass,True,False,2024,11,Tuesday,0.0,False,428.0,26-35
TRP000443,CUST00164,Male,25.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Non-AC Seater,2024-08-15,15:30,15:30,16:24,16:24,25.9,228.0,51.0,Net Banking,Corporate Portal,Completed,,4.0,83.3,Fog,False,Corporate Plan,True,False,2024,8,Thursday,0.0,False,177.0,18-25
TRP003048,CUST00609,Female,19.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Sleeper,2024-08-10,15:35,15:35,16:19,16:19,22.1,257.0,0.0,Wallet,Corporate Portal,Completed,,3.0,23.7,Haze,False,Single Ride,True,False,2024,8,Saturday,0.0,False,257.0,18-25
TRP001922,CUST00664,Male,38.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,AC Seater,2024-11-08,09:55,,10:42,,22.8,,37.0,,Corporate Portal,Cancelled,Payment Failed,,,Heavy Rain,True,Corporate Plan,True,False,2024,11,Friday,,False,,36-45
TRP001348,CUST00334,Female,28.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,Non-AC Seater,2024-06-28,10:40,10:40,11:33,11:33,20.6,186.0,37.0,Wallet,Corporate Portal,Completed,,3.0,41.5,Cloudy,True,Weekly Pass,True,False,2024,6,Friday,0.0,False,149.0,26-35
TRP002483,CUST00757,Male,32.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Seater,2024-07-04,22:50,23:15,23:53,00:18,29.8,251.0,0.0,Wallet,Website,Delayed-Completed,,5.0,18.8,Clear,False,Corporate Plan,True,False,2024,7,Thursday,25.0,True,251.0,26-35
TRP002013,CUST01114,Male,27.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,Premium AC,2024-08-23,17:25,17:20,17:49,17:44,8.4,124.0,0.0,Wallet,Mobile App,Completed,,5.0,20.7,Fog,False,Single Ride,True,False,2024,8,Friday,-5.0,False,124.0,26-35
TRP002126,CUST00811,Female,24.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Seater,2024-06-13,07:10,,07:40,,10.3,,0.0,,Mobile App,Cancelled,Bus Breakdown,,,Fog,True,Monthly Pass,True,True,2024,6,Thursday,,False,,18-25
TRP001593,CUST00668,Male,36.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Non-AC Seater,2024-12-19,18:30,,19:39,,25.9,,0.0,,Website,Cancelled,Payment Failed,,,Cloudy,False,Corporate Plan,True,False,2024,12,Thursday,,False,,36-45
TRP003152,CUST00189,Male,22.0,Mumbai,RTMU008,Thane West - Mulund,Thane West,Mulund,AC Seater,2024-12-10,07:50,07:47,08:41,08:38,23.5,311.0,0.0,Net Banking,Mobile App,Completed,,,87.7,Heavy Rain,True,Corporate Plan,True,False,2024,12,Tuesday,-3.0,False,311.0,18-25
TRP002698,CUST00282,Male,33.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Sleeper,2024-07-28,07:50,07:50,08:17,08:17,10.9,161.0,0.0,Debit Card,Mobile App,Completed,,4.0,31.5,Rain,False,Monthly Pass,True,False,2024,7,Sunday,0.0,False,161.0,26-35
TRP002733,CUST00829,Male,37.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Premium AC,2024-07-22,19:20,19:20,20:24,20:24,33.4,597.0,0.0,Debit Card,Corporate Portal,Completed,,1.0,50.2,Cloudy,False,Single Ride,True,False,2024,7,Monday,0.0,False,597.0,36-45
TRP002944,CUST01152,Female,29.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,Non-AC Seater,2024-05-26,09:55,09:55,10:30,10:30,17.8,164.0,11.0,Credit Card,Mobile App,Completed,,3.0,26.3,Rain,False,Weekly Pass,True,True,2024,5,Sunday,0.0,False,153.0,26-35
TRP001390,CUST00453,Female,23.0,Chennai,RTCH043,Guindy - Anna Nagar,Guindy,Anna Nagar,Non-AC Seater,2024-01-20,07:35,07:35,08:51,08:51,33.6,364.0,75.0,Cash,Corporate Portal,Completed,,4.0,62.2,Cloudy,False,Single Ride,True,False,2024,1,Saturday,0.0,False,289.0,18-25
TRP000821,CUST00500,Female,27.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,Non-AC Seater,2024-08-26,06:40,06:40,07:21,07:21,16.0,161.0,0.0,Cash,Mobile App,Completed,,,31.4,Haze,False,Corporate Plan,True,False,2024,8,Monday,0.0,False,161.0,26-35
TRP002076,CUST00371,Female,41.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,AC Seater,2024-10-30,20:50,21:44,21:25,22:19,10.9,120.0,0.0,Net Banking,Kiosk,Delayed-Completed,,5.0,19.1,Cloudy,True,Monthly Pass,True,False,2024,10,Wednesday,54.0,True,120.0,36-45
TRP001162,CUST00811,Female,24.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,AC Sleeper,2024-10-13,12:45,12:45,14:02,14:02,24.1,343.0,0.0,Debit Card,Mobile App,Completed,,3.0,92.2,Fog,False,Weekly Pass,True,False,2024,10,Sunday,0.0,False,343.0,18-25
TRP002886,CUST00004,Male,30.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,AC Sleeper,2024-10-31,07:05,07:05,07:47,07:47,22.3,311.0,0.0,Wallet,Corporate Portal,Completed,,4.0,30.9,Heavy Rain,True,Corporate Plan,True,False,2024,10,Thursday,0.0,False,311.0,26-35
TRP001160,CUST01345,Female,33.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Premium AC,2024-05-27,10:35,10:35,12:19,12:19,39.5,639.0,0.0,Net Banking,Mobile App,Completed,,5.0,80.7,Haze,True,Corporate Plan,False,False,2024,5,Monday,0.0,False,639.0,26-35
TRP000881,CUST00260,Female,24.0,Hyderabad,RTHY032,Kukatpally - Miyapur,Kukatpally,Miyapur,Non-AC Seater,2024-04-05,07:50,07:50,08:58,08:58,33.1,329.0,76.0,Net Banking,Website,Completed,,5.0,24.6,Clear,False,Monthly Pass,True,False,2024,4,Friday,0.0,False,253.0,18-25
TRP001014,CUST00941,Female,18.0,Hyderabad,RTHY035,LB Nagar - HITEC City,LB Nagar,HITEC City,AC Sleeper,2024-01-01,21:25,21:36,22:10,22:21,14.0,181.0,0.0,UPI,Corporate Portal,Completed,,5.0,68.4,Fog,False,Corporate Plan,True,False,2024,1,Monday,11.0,True,181.0,18-25
TRP002471,CUST00389,Female,38.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,AC Sleeper,2024-11-03,21:05,,22:12,,33.5,,0.0,,Mobile App,Cancelled,Traffic/Weather,,,Rain,False,Weekly Pass,True,False,2024,11,Sunday,,False,,36-45
TRP000344,CUST00991,Female,22.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,AC Seater,2024-04-28,08:45,08:42,09:59,09:56,39.5,544.0,0.0,UPI,Corporate Portal,Completed,,,96.5,Rain,False,Monthly Pass,True,True,2024,4,Sunday,-3.0,False,544.0,18-25
TRP000765,CUST00977,Male,18.0,Hyderabad,RTHY035,LB Nagar - HITEC City,LB Nagar,HITEC City,Non-AC Seater,2024-11-28,19:10,20:05,19:38,20:33,14.0,152.0,16.0,Credit Card,Corporate Portal,Delayed-Completed,,2.0,94.2,Cloudy,True,Single Ride,True,False,2024,11,Thursday,55.0,True,136.0,18-25
TRP001990,CUST00056,Male,23.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,Non-AC Seater,2024-08-04,12:25,12:25,12:46,12:46,9.3,77.0,9.0,Net Banking,Corporate Portal,Completed,,5.0,89.8,Cloudy,False,Single Ride,False,False,2024,8,Sunday,0.0,False,68.0,18-25
TRP001838,CUST01395,Other,28.0,Hyderabad,RTHY031,Kukatpally - Gachibowli,Kukatpally,Gachibowli,Premium AC,2024-05-07,09:30,09:52,10:45,11:07,38.9,711.0,0.0,Debit Card,Corporate Portal,Delayed-Completed,,3.0,25.6,Haze,True,Weekly Pass,False,False,2024,5,Tuesday,22.0,True,711.0,26-35
TRP000076,CUST00329,Male,36.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,Non-AC Seater,2024-06-16,18:20,18:20,19:22,19:22,22.1,282.0,55.0,Wallet,Website,Completed,,3.0,68.9,Clear,False,Single Ride,True,False,2024,6,Sunday,0.0,False,227.0,36-45
TRP001209,CUST00684,Female,36.0,Hyderabad,RTHY039,Uppal - Kondapur,Uppal,Kondapur,AC Sleeper,2024-06-09,08:45,08:45,09:35,09:35,25.9,308.0,0.0,Debit Card,Website,Completed,,2.0,51.7,Cloudy,False,Single Ride,True,False,2024,6,Sunday,0.0,False,308.0,36-45
TRP000105,CUST00021,Female,34.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,AC Sleeper,2024-10-14,12:05,12:05,13:19,13:19,35.1,434.0,0.0,Cash,Website,Completed,,5.0,94.4,Cloudy,False,Weekly Pass,True,False,2024,10,Monday,0.0,False,434.0,26-35
TRP000941,CUST00549,Male,31.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,AC Sleeper,2024-05-26,20:50,,21:59,,35.1,,0.0,,Mobile App,Cancelled,Payment Failed,,,Fog,False,Single Ride,True,False,2024,5,Sunday,,False,,26-35
TRP000001,CUST00516,Male,28.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Non-AC Seater,2024-04-08,17:45,17:45,19:02,19:02,35.1,419.0,0.0,Cash,Kiosk,Completed,,,87.8,Clear,True,Single Ride,True,False,2024,4,Monday,0.0,False,419.0,26-35
TRP000453,CUST01356,Male,26.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Seater,2024-04-16,10:20,10:20,11:52,11:52,32.5,374.0,0.0,Credit Card,Corporate Portal,Completed,,,23.6,Haze,True,Weekly Pass,True,False,2024,4,Tuesday,0.0,False,374.0,26-35
TRP001274,CUST00107,Female,18.0,Delhi NCR,RTDE053,Indirapuram - Rohini,Indirapuram,Rohini,AC Seater,2024-08-16,19:20,19:20,20:44,20:44,41.8,766.5,0.0,Debit Card,Corporate Portal,Completed,,1.0,94.8,Rain,True,Weekly Pass,True,False,2024,8,Friday,0.0,False,766.5,18-25
TRP000329,CUST01043,Other,42.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,Premium AC,2024-05-21,17:50,18:08,19:24,19:42,30.4,481.0,0.0,Cash,Mobile App,Delayed-Completed,,5.0,28.8,Cloudy,True,Weekly Pass,True,False,2024,5,Tuesday,18.0,True,481.0,36-45
TRP002046,CUST00226,Male,33.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Non-AC Seater,2024-03-28,17:05,17:05,18:32,18:32,35.1,366.0,0.0,UPI,Website,Completed,,1.0,98.8,Rain,True,Monthly Pass,True,False,2024,3,Thursday,0.0,False,366.0,26-35
TRP000833,CUST00121,Male,31.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,Non-AC Seater,2024-03-20,20:25,20:31,21:42,21:48,37.6,348.0,0.0,Wallet,Mobile App,Completed,,4.0,35.2,Fog,True,Corporate Plan,False,False,2024,3,Wednesday,6.0,True,348.0,26-35
TRP002557,CUST01385,Female,38.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,AC Sleeper,2024-07-05,20:15,20:15,20:46,20:46,12.9,217.0,0.0,Debit Card,Website,Completed,,3.0,71.6,Fog,True,Weekly Pass,True,False,2024,7,Friday,0.0,False,217.0,36-45
TRP001690,CUST00380,Female,19.0,Hyderabad,RTHY034,Gachibowli - HITEC City,Gachibowli,HITEC City,AC Seater,2024-04-23,07:50,,08:32,,20.6,,0.0,,Mobile App,Cancelled,Customer Request,,,Haze,False,Corporate Plan,True,False,2024,4,Tuesday,,False,,18-25
TRP000402,CUST00917,Male,33.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,Non-AC Seater,2024-08-02,09:00,09:01,10:58,10:59,40.7,329.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,88.7,Fog,False,Corporate Plan,True,False,2024,8,Friday,1.0,False,329.0,26-35
TRP002520,CUST00524,Female,33.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,Premium AC,2024-02-13,15:25,15:25,16:57,16:57,32.5,610.0,0.0,Wallet,Website,Completed,,5.0,96.3,Haze,False,Single Ride,True,False,2024,2,Tuesday,0.0,False,610.0,26-35
